,buy_and_hold,atr18_screen,s1_soft_ema12
2024-06-25 21:00:00,1.0067546748343241,10172.160478146918,9878.251767584818
2024-06-25 22:00:00,1.0066483352902085,10172.160478146918,9878.251767584818
2024-06-25 23:00:00,1.0049576340979862,10172.160478146918,9878.251767584818
2024-06-26 00:00:00,1.0043350437089673,10172.160478146918,9878.251767584818
2024-06-26 01:00:00,1.0095754369311383,10172.160478146918,9878.251767584818
2024-06-26 02:00:00,1.0085673250450278,10172.160478146918,9878.251767584818
2024-06-26 03:00:00,1.0070723926771403,10172.160478146918,9878.251767584818
2024-06-26 04:00:00,1.0034446532753636,10172.160478146918,9878.251767584818
2024-06-26 05:00:00,1.0009902260300667,10172.160478146918,9878.251767584818
2024-06-26 06:00:00,1.0012373760408553,10172.160478146918,9878.251767584818
2024-06-26 07:00:00,1.0035594479514272,10172.160478146918,9878.251767584818
2024-06-26 08:00:00,0.9995344799467848,10172.160478146918,9878.251767584818
2024-06-26 09:00:00,0.997977597477509,10172.160478146918,9878.251767584818
2024-06-26 10:00:00,0.9961495003911311,10172.160478146918,9878.251767584818
2024-06-26 11:00:00,0.9990918863090439,10172.160478146918,9878.251767584818
2024-06-26 12:00:00,0.9988676627137298,10172.160478146918,9878.251767584818
2024-06-26 13:00:00,1.0042095175192773,10172.160478146918,9878.251767584818
2024-06-26 14:00:00,1.0036913154900782,10172.160478146918,9878.251767584818
2024-06-26 15:00:00,0.9994593593514003,10172.160478146918,9878.251767584818
2024-06-26 16:00:00,0.9963073837203914,10172.160478146918,9878.251767584818
2024-06-26 17:00:00,0.995786905309514,10172.160478146918,9901.568835870203
2024-06-26 18:00:00,0.9903889539554651,10172.160478146918,9898.129698290099
2024-06-26 19:00:00,0.9918521795785474,10172.160478146918,9898.129698290099
2024-06-26 20:00:00,0.9917440514488275,10172.160478146918,9898.129698290099
2024-06-26 21:00:00,0.992735740867116,10172.160478146918,9898.129698290099
2024-06-26 22:00:00,0.9906261854460838,10172.160478146918,9898.129698290099
2024-06-26 23:00:00,0.9896567720485044,10172.160478146918,9898.129698290099
2024-06-27 00:00:00,0.9915593393355014,10172.160478146918,9898.129698290099
2024-06-27 01:00:00,0.9928928112029197,10172.160478146918,9898.129698290099
2024-06-27 02:00:00,0.9923315205205239,10172.160478146918,9898.129698290099
2024-06-27 03:00:00,0.9924586726971268,10172.160478146918,9898.129698290099
2024-06-27 04:00:00,0.9937059672581519,10172.160478146918,9898.129698290099
2024-06-27 05:00:00,0.9886894724339121,10172.160478146918,9898.129698290099
2024-06-27 06:00:00,0.9876571333427966,10172.160478146918,9898.129698290099
2024-06-27 07:00:00,0.9885026465375991,10172.160478146918,9898.129698290099
2024-06-27 08:00:00,0.9896731945163266,10172.160478146918,9898.129698290099
2024-06-27 09:00:00,0.9964499827726686,10172.160478146918,9898.129698290099
2024-06-27 10:00:00,0.9936407651829374,10172.160478146918,9898.129698290099
2024-06-27 11:00:00,0.9950392765268788,10172.160478146918,9898.129698290099
2024-06-27 12:00:00,0.9974109410382999,10172.160478146918,9898.129698290099
2024-06-27 13:00:00,1.0079492874193652,10172.160478146918,9898.129698290099
2024-06-27 14:00:00,1.0037215588466615,10172.160478146918,9898.129698290099
2024-06-27 15:00:00,1.001217701599207,10172.160478146918,9898.129698290099
2024-06-27 16:00:00,1.0034708316646643,10172.160478146918,9898.129698290099
2024-06-27 17:00:00,1.0055446153736087,10172.160478146918,9898.129698290099
2024-06-27 18:00:00,1.006199562902198,10172.160478146918,9898.129698290099
2024-06-27 19:00:00,0.999168958088724,10172.160478146918,9898.129698290099
2024-06-27 20:00:00,0.9998699210469535,10172.160478146918,9898.129698290099
2024-06-27 21:00:00,1.0005679572287394,10172.160478146918,9898.129698290099
2024-06-27 22:00:00,1.0022584958222704,10172.160478146918,9898.129698290099
2024-06-27 23:00:00,1.0033391267247047,10172.160478146918,9898.129698290099
2024-06-28 00:00:00,1.0009575436931137,10172.160478146918,9898.129698290099
2024-06-28 01:00:00,1.0096076314720173,10172.160478146918,9898.129698290099
2024-06-28 02:00:00,1.0037326155576705,10172.160478146918,9898.129698290099
2024-06-28 03:00:00,1.005317952797925,10172.160478146918,9898.129698290099
2024-06-28 04:00:00,1.0040540731703866,10172.160478146918,9898.129698290099
2024-06-28 05:00:00,1.001673140533561,10172.160478146918,9898.129698290099
2024-06-28 06:00:00,1.0019487453153284,10172.160478146918,9898.129698290099
2024-06-28 07:00:00,0.9975431337743336,10172.160478146918,9898.129698290099
2024-06-28 08:00:00,0.9996601687351659,10172.160478146918,9898.129698290099
2024-06-28 09:00:00,1.000755108322435,10172.160478146918,9898.129698290099
2024-06-28 10:00:00,1.0007647016452224,10172.160478146918,9898.129698290099
2024-06-28 11:00:00,1.0030713266801201,10172.160478146918,9898.129698290099
2024-06-28 12:00:00,0.9982761286747507,10172.160478146918,9898.129698290099
2024-06-28 13:00:00,0.9966972953821484,10172.160478146918,9898.129698290099
2024-06-28 14:00:00,0.9906816315998198,10172.160478146918,9898.129698290099
2024-06-28 15:00:00,0.9928602914646582,10172.160478146918,9904.553116822968
2024-06-28 16:00:00,0.9908765874306984,10172.160478146918,9901.095198599123
2024-06-28 17:00:00,0.9890330434686463,10172.160478146918,9901.095198599123
2024-06-28 18:00:00,0.9890556446867381,10172.160478146918,9901.095198599123
2024-06-28 19:00:00,0.9776039814565949,10172.160478146918,9901.095198599123
2024-06-28 20:00:00,0.9793306169595963,10172.160478146918,9901.095198599123
2024-06-28 21:00:00,0.9815434225496092,10172.160478146918,9901.095198599123
2024-06-28 22:00:00,0.9815756170904882,10172.160478146918,9901.095198599123
2024-06-28 23:00:00,0.9825487702579676,10172.160478146918,9901.095198599123
2024-06-29 00:00:00,0.988123791586851,10172.160478146918,9901.095198599123
2024-06-29 01:00:00,0.9902427777319791,10172.160478146918,9901.095198599123
2024-06-29 02:00:00,0.9880480205967015,10172.160478146918,9901.095198599123
2024-06-29 03:00:00,0.9879821681267216,10172.160478146918,9901.095198599123
2024-06-29 04:00:00,0.9881699696151826,10172.160478146918,9901.095198599123
2024-06-29 05:00:00,0.9879824933241041,10172.160478146918,9901.095198599123
2024-06-29 06:00:00,0.9893764519046891,10172.160478146918,9901.095198599123
2024-06-29 07:00:00,0.9927024081353979,10172.160478146918,9901.095198599123
2024-06-29 08:00:00,0.9915598271315753,10172.160478146918,9901.095198599123
2024-06-29 09:00:00,0.9913642209059316,10172.160478146918,9901.095198599123
2024-06-29 10:00:00,0.9917603113179583,10172.160478146918,9901.095198599123
2024-06-29 11:00:00,0.9935158893880127,10172.160478146918,9901.095198599123
2024-06-29 12:00:00,0.9925907028344692,10172.160478146918,9901.095198599123
2024-06-29 13:00:00,0.9935264583029477,10172.160478146918,9901.095198599123
2024-06-29 14:00:00,0.9921448572229021,10172.160478146918,9901.095198599123
2024-06-29 15:00:00,0.9935755631077228,10172.160478146918,9901.095198599123
2024-06-29 16:00:00,0.9920131522829426,10172.160478146918,9901.095198599123
2024-06-29 17:00:00,0.9925149318443195,10172.160478146918,9901.095198599123
2024-06-29 18:00:00,0.9928119996533395,10172.160478146918,9901.095198599123
2024-06-29 19:00:00,0.9927851708692738,10172.160478146918,9901.095198599123
2024-06-29 20:00:00,0.992665010436397,10172.160478146918,9901.095198599123
2024-06-29 21:00:00,0.9925835484920515,10172.160478146918,9901.095198599123
2024-06-29 22:00:00,0.9913642209059316,10172.160478146918,9901.095198599123
2024-06-29 23:00:00,0.9916354355230337,10172.160478146918,9901.095198599123
2024-06-30 00:00:00,0.9922511967670178,10172.160478146918,9901.095198599123
2024-06-30 01:00:00,0.9912339793541938,10172.160478146918,9901.095198599123
2024-06-30 02:00:00,0.9891572688688057,10172.160478146918,9901.095198599123
2024-06-30 03:00:00,0.9901987134866346,10172.160478146918,9901.095198599123
2024-06-30 04:00:00,0.9882350090917058,10172.160478146918,9901.095198599123
2024-06-30 05:00:00,0.9884254121592277,10172.160478146918,9901.095198599123
2024-06-30 06:00:00,0.9925053385215323,10172.160478146918,9901.095198599123
2024-06-30 07:00:00,1.000437390479619,10172.160478146918,9901.095198599123
2024-06-30 08:00:00,1.000892666815282,10172.160478146918,9901.095198599123
2024-06-30 09:00:00,1.00046486965845,10172.160478146918,9901.095198599123
2024-06-30 10:00:00,1.0006323463104976,10172.160478146918,9901.095198599123
2024-06-30 11:00:00,1.0009575436931137,10172.160478146918,9901.095198599123
2024-06-30 12:00:00,0.9999169120687416,10172.160478146918,9901.095198599123
2024-06-30 13:00:00,1.0035527814050835,10172.160478146918,9901.095198599123
2024-06-30 14:00:00,1.0013983487452502,10172.160478146918,9901.095198599123
2024-06-30 15:00:00,1.00352497702887,10172.160478146918,9901.095198599123
